Romance,Thriller,Fantasy,Science Fiction,Mystery,Non-Fiction,Historical,Horror,Adventure,Biography,ISBN
10,0,8,4,4,3,3,0,8,8,0312966202
3,9,9,3,6,3,0,10,8,1,0156148501
4,3,7,5,6,1,3,3,1,9,0439554896
3,8,7,10,0,7,10,8,7,9,1565548353
0,7,4,8,8,5,2,6,2,6,0553371657
7,4,4,3,2,7,10,5,5,1,0310918936
3,4,10,9,4,2,9,4,4,1,0140328629
4,2,2,4,8,1,8,2,6,0,0893752894
0,7,8,2,5,2,5,6,4,2,0380733064
7,4,0,8,2,1,2,6,10,9,0140290214
7,1,6,10,4,8,6,0,0,5,3100105044
8,0,2,4,3,0,9,3,3,10,3423118709
9,3,2,6,0,1,0,3,4,10,0747529752
9,4,1,10,2,3,9,5,5,1,0399146075
1,8,1,1,2,8,5,10,5,9,0553299492
4,6,10,3,9,9,2,6,9,0,0373030266
5,10,10,10,1,1,10,7,2,8,0380818205
3,5,0,10,9,9,2,3,4,0,0836236602
3,4,3,9,9,6,7,7,2,4,000651202X
9,7,6,8,9,6,1,3,7,8,0452284236
6,4,0,8,5,1,10,9,9,1,9500285339
9,0,3,9,10,1,9,10,8,1,0451410874
10,8,0,6,5,5,1,0,9,7,0743262433
7,1,3,3,1,10,8,3,3,3,0765346672
4,9,7,3,2,10,0,1,3,8,0060575557
0,5,5,9,2,9,8,9,2,0,0373625286
1,3,3,1,9,5,5,2,0,9,0373625731
8,3,8,4,6,2,2,7,0,7,0312875207
7,2,0,8,3,6,8,2,4,9,0785271856
10,2,4,10,1,3,1,2,4,8,0310916305
2,9,5,3,3,10,9,9,4,10,0373706642
6,10,3,7,8,8,8,1,2,4,0821768433
0,3,10,4,8,7,0,2,2,10,0812571290
5,3,3,0,9,10,3,0,4,2,0380798581
9,4,2,4,3,8,5,9,1,0,0812530055
0,0,8,4,3,9,4,8,2,2,0886776988
1,7,6,1,3,6,0,0,7,5,0393964817
1,9,9,0,2,3,4,10,9,2,0061042382
4,6,10,8,4,3,9,10,8,7,0553106473
4,8,10,8,0,5,10,4,5,9,0446310727
2,2,9,4,6,3,5,4,1,10,0425178021
0,5,4,8,6,0,9,5,10,6,0345440641
2,8,10,10,1,0,9,9,8,6,0345354915
9,10,0,3,9,2,10,6,4,8,0345300815
10,2,10,5,9,1,2,3,5,10,2253140503
0,5,3,7,8,7,7,1,9,1,0345320654
5,4,5,8,9,6,4,9,6,7,2290308285
10,0,9,10,10,6,3,4,1,9,2253149268
4,8,0,2,3,8,1,6,8,9,2253154393
3,4,9,3,6,7,7,2,1,5,0373291418
0,8,6,7,6,4,4,6,6,1,0440213738
1,6,4,1,0,8,10,7,1,1,0060604522
2,3,8,5,2,7,5,7,9,1,0590446711
7,10,4,9,3,2,8,9,6,6,0671458574
5,8,2,0,6,8,5,9,1,7,0689717830
8,9,7,8,0,2,2,8,2,9,059038371X
0,2,1,8,0,10,1,0,8,6,014031010X
0,9,5,4,9,10,4,3,2,7,0440463009
6,4,8,6,9,1,6,6,3,7,0939149826
3,6,3,7,2,1,9,5,6,6,0373244134
5,10,7,5,5,2,1,6,5,0,0060595647
1,1,0,2,4,3,1,7,8,7,0380773929
6,9,1,5,10,3,4,8,8,3,0553298119
7,10,4,8,1,3,2,6,1,2,0553561340
8,7,1,5,2,5,4,9,3,6,0553290568
10,9,6,3,2,3,1,3,3,4,0380792249
0,1,7,7,7,4,7,8,3,3,0689714866
6,4,10,9,0,7,3,7,1,3,2290315435
1,4,9,9,7,10,6,10,4,10,2266111396
6,4,6,3,3,9,3,10,7,0,0531331547
9,4,9,1,9,3,4,7,1,1,0864424752
1,7,2,4,1,5,9,5,1,3,0766816834
10,1,9,3,10,6,4,9,3,9,0316294098
9,2,5,1,3,7,1,8,1,7,0893342483
7,6,9,5,0,1,6,10,3,8,0072318023
2,3,2,6,1,9,1,1,3,7,0671673386
7,7,7,6,5,6,4,7,1,4,015601422X
6,8,9,0,10,8,2,0,6,2,0060652381
7,10,1,3,1,10,3,0,9,4,0375409440
2,8,3,5,8,1,6,2,0,8,0060505931
8,10,3,8,6,3,1,4,7,9,031274501X
9,5,10,4,3,10,5,10,2,1,0465016901
0,8,0,10,3,5,8,3,6,6,0375431667
5,8,10,9,6,2,5,6,6,5,8401328810
2,5,1,9,0,7,2,7,2,1,8483106574
7,2,7,1,3,8,0,1,1,8,0525934154
9,4,10,3,9,9,3,6,2,8,0803237162
4,10,8,0,9,7,1,7,3,1,0553259202
1,5,2,10,9,2,8,4,6,4,0373261179
1,10,10,7,8,10,1,1,3,7,0671665472
4,4,6,3,8,3,7,2,5,0,0440777062
6,10,6,1,4,3,9,8,1,2,0345260090
0,9,4,2,3,3,5,9,6,6,0061081841
10,7,2,4,9,5,5,7,4,4,0061097357
0,0,5,9,9,4,10,9,5,8,0679832378
7,6,6,5,5,0,6,4,6,5,0451150325
7,2,7,6,0,2,9,3,8,5,006105206X
6,4,2,4,6,8,8,7,4,6,0312970951
3,9,4,3,2,10,0,4,1,5,031210491X
4,10,1,7,4,1,0,1,0,9,0553099930
9,2,2,9,0,6,9,6,8,4,0399143971
3,4,7,7,3,7,3,3,10,7,1887317023
1,3,0,0,10,7,3,5,4,9,0345314220
5,3,3,6,0,8,9,2,3,8,0312854277
4,3,5,0,9,0,4,4,10,8,2070362604
0,2,2,3,6,6,9,4,8,6,0312864353
1,2,10,6,4,6,8,8,2,7,0373292236
5,3,3,3,6,5,1,4,4,5,0394838394
6,10,7,9,7,10,4,1,9,7,0394589130
5,2,3,0,2,3,1,5,7,5,0688087507
9,2,8,3,5,3,3,10,1,9,0451186060
1,1,1,7,9,3,3,9,9,10,0380782391
2,4,3,6,9,6,5,6,6,7,0195064844
10,0,2,2,4,9,6,9,5,3,0440205085
5,6,3,10,7,4,2,1,0,3,0765308703
1,2,0,5,3,4,7,10,3,5,0679751068
2,7,2,6,6,2,2,9,9,10,0312929056
7,10,2,1,4,10,6,7,0,1,0691116342
6,8,2,7,9,2,3,1,8,4,0765342510
4,3,4,0,9,9,5,10,3,3,0440153255
4,0,3,9,2,4,9,4,7,0,0330028715
2,4,10,2,5,9,2,5,7,3,0670036056
7,6,10,10,3,2,4,4,6,10,0671795740
0,8,1,8,8,2,6,2,7,7,0307128423
2,4,6,0,2,0,1,6,6,2,0590414275
5,5,1,8,7,1,3,8,3,6,0061095907
4,9,5,0,3,4,5,5,4,2,044020111X
10,1,6,0,4,3,6,1,10,7,0312951795
8,9,0,4,3,4,8,2,0,10,0312275374
2,3,1,0,0,7,3,1,9,2,0785266852
7,5,7,9,4,2,5,9,7,4,044021288X
4,2,2,7,10,0,3,8,5,5,015200405X
9,10,10,6,10,6,5,8,7,7,0590104292
1,6,0,9,7,2,10,8,4,6,0070480397
6,8,1,3,7,4,10,4,2,4,0061097403
6,3,7,10,5,5,5,3,2,9,0671890077
5,5,1,9,8,3,3,9,10,7,006109983X
2,9,6,6,1,2,3,1,8,9,0449128725
10,5,0,0,7,10,5,9,6,5,0749002468
1,2,7,3,7,2,1,6,0,10,0671625241
2,1,4,1,9,4,2,8,9,8,0767905296
7,4,9,10,6,1,2,10,1,9,0380785188
10,0,2,3,8,1,8,0,8,5,0152008128
7,2,7,10,8,6,3,5,5,1,0307480062
1,10,4,0,4,9,2,2,7,10,0060392991
2,2,0,7,9,9,5,10,7,2,0135295467
10,5,1,2,3,8,3,6,7,4,0134005651
1,10,7,4,4,6,5,2,6,0,068485791X
3,3,5,5,9,7,0,6,3,5,0451450647
9,8,2,7,2,5,1,8,1,4,0470849827
5,3,6,6,6,10,6,9,10,9,0932813372
8,1,4,9,8,10,10,1,2,6,2070380343
8,2,9,7,10,7,3,10,5,10,0552998532
7,8,1,0,4,9,2,10,5,10,189939835X
0,10,3,5,1,10,10,7,3,1,0373165900
0,7,9,0,6,6,5,7,9,0,0440235626
0,0,5,6,9,8,9,4,0,8,0060509465
4,5,8,1,2,6,2,1,6,7,0140433627
8,1,1,10,6,3,4,0,5,9,0312968647
7,10,0,1,6,1,8,5,4,6,0440241065
9,7,8,5,4,6,1,7,3,0,0505523493
2,8,3,9,9,10,2,3,2,2,0060092181
1,5,9,5,9,3,7,5,7,5,0060508116
8,2,2,1,9,5,6,6,4,5,0345375610
6,10,1,9,6,0,5,7,0,0,0425166112
5,4,2,9,9,6,6,6,5,3,0425182010
8,8,6,6,7,10,4,10,8,5,1883402492
6,6,8,6,2,5,5,10,6,5,0373032838
3,5,2,0,0,4,10,7,2,1,0440241111
7,8,8,1,7,1,6,7,0,7,0449006840
2,0,6,9,2,7,8,1,0,7,0671739727
9,5,9,0,2,8,8,5,2,7,0394823249
5,0,5,4,7,1,6,5,0,7,006081246X
5,2,4,6,8,3,1,2,6,7,0671668331
4,2,0,9,0,10,1,4,2,6,0312075316
1,1,2,0,1,4,2,10,9,5,0451523202
1,7,3,2,4,7,8,0,3,5,0312322755
5,8,0,4,9,0,5,8,3,9,0373185111
9,8,2,10,6,4,9,0,6,7,037327291X
5,0,8,6,5,3,2,3,0,8,0061082228
1,1,2,0,9,2,3,8,4,10,0061084050
5,0,2,6,6,9,0,8,0,6,0380818213
1,8,8,8,3,5,1,2,5,0,0373168977
6,1,7,4,6,7,2,5,8,3,037327209X
9,6,0,6,8,9,7,3,2,6,0471897841
0,7,0,6,5,9,7,5,4,8,067187750X
3,6,5,9,5,10,4,1,3,0,1560255021
8,8,7,3,4,0,3,3,4,1,0671690582
1,1,10,7,1,5,1,7,0,1,0575058331
4,5,8,5,7,6,0,1,3,0,0671020226
7,3,6,6,7,8,8,6,8,4,0802130836
9,3,2,5,9,10,8,3,1,10,0446670324
2,2,1,8,3,2,9,5,7,10,0140103066
7,9,5,4,10,6,2,9,1,7,0064406970
10,8,5,3,5,6,7,2,5,9,0340337869
5,9,6,3,5,1,7,2,8,7,0553576348
5,9,1,7,10,5,10,0,5,4,0451128621
5,0,3,6,4,5,1,7,9,3,0316104221
5,2,8,7,5,8,9,8,1,8,0060197943
7,1,8,4,8,2,3,0,10,4,0345449835
6,6,5,5,7,10,9,8,3,3,0345440064
7,4,9,8,5,8,3,0,3,8,0440384249
6,5,1,3,0,2,1,3,3,10,0441007872
8,6,2,6,7,6,7,8,0,9,0345442970
5,3,0,1,9,3,0,5,0,8,0345427173
9,2,10,0,5,5,6,6,9,10,0385336608
3,4,2,5,6,8,8,4,3,6,0345440838
2,3,8,4,9,6,1,8,4,4,0312954832
3,7,10,3,1,4,2,3,2,6,0141439815
5,1,10,7,4,5,7,10,10,6,0345365089
10,2,1,2,7,3,7,3,6,5,0380726793
9,0,10,7,5,1,4,1,9,6,0312283849
10,9,5,6,5,9,0,2,9,1,0449003612
0,0,3,10,0,1,0,5,10,3,0753804611
7,10,4,9,4,10,10,7,10,9,0679736808
5,5,2,5,9,6,1,2,5,9,076960496X
8,8,7,7,8,10,10,8,9,10,340412846X
8,4,5,4,0,3,10,0,0,2,3522701003
6,0,6,9,9,0,8,4,5,8,3446202722
10,2,2,4,6,2,3,1,8,9,3404143493
8,10,1,4,0,7,5,9,9,1,1895836174
1,9,4,6,8,8,10,5,1,5,0312288573
0,10,10,1,2,4,9,0,9,4,0451199537
4,3,2,6,10,6,0,6,2,2,1573221716
5,5,10,3,4,2,2,8,4,0,0345453743
8,9,5,8,10,6,10,9,9,6,0684868849
4,6,9,3,10,10,5,1,9,2,8440637128
1,9,1,6,4,5,2,9,4,4,0449148343
10,3,9,3,7,5,10,1,1,1,0375714189
5,0,2,0,3,0,8,10,10,5,0061003824
7,1,5,3,6,7,5,0,7,10,1871438675
0,8,1,10,9,5,7,4,1,4,0451199669
0,7,7,1,5,10,7,9,7,6,0486277194
2,10,3,0,8,9,9,1,9,6,0439425220
7,3,10,10,9,0,4,9,9,5,007011501X
6,0,3,4,4,6,3,9,6,7,0060524944
1,0,9,9,0,0,8,3,8,6,0836218930
6,1,1,4,9,0,6,10,6,10,0671722808
7,6,7,2,2,7,8,9,3,7,0671536613
0,1,9,9,9,8,1,1,7,4,0375411089
4,10,5,7,7,8,9,10,2,8,0385336195
10,2,0,10,4,6,2,8,0,5,0440208351
5,7,2,4,10,9,10,4,7,6,0375802118
2,6,9,7,4,10,4,10,0,7,0441008461
5,5,4,4,2,2,1,8,7,10,081256667X
2,4,9,4,7,5,6,4,0,7,3499223813
3,4,0,2,1,1,0,5,7,2,3257224753
0,9,1,2,5,2,8,0,6,9,0375501398
7,8,7,4,0,0,7,6,4,9,0373710798
2,8,3,5,10,3,8,3,7,10,0380764776
2,7,10,2,10,4,0,5,10,1,006099505X
2,10,0,10,5,4,9,1,10,7,0671014676
8,2,5,5,9,5,7,4,9,9,0156012014
7,2,6,0,3,4,6,5,5,1,034542848X
10,1,1,9,7,6,0,8,10,10,0140025596
7,8,3,4,10,4,10,8,7,9,1853262293
5,10,9,10,9,0,6,8,3,3,0679847596
4,7,10,4,3,7,10,4,7,0,059033123X
2,6,0,10,4,5,0,6,8,8,0679737898
2,3,0,3,4,6,4,7,6,0,1898697280
1,6,2,1,10,8,9,7,7,2,0140301690
10,9,8,7,1,6,7,6,8,6,3404139879
6,0,1,4,10,0,9,6,4,4,0528885820
7,8,9,0,9,3,10,1,8,8,0316604917
0,2,9,7,1,1,1,4,8,6,0671878646
6,1,1,4,6,6,8,2,0,8,0446675385
0,7,4,7,6,8,1,8,9,4,0345322894
4,0,5,9,9,9,9,2,9,2,0091769388
2,3,8,7,5,7,7,0,8,0,0312983433
10,1,8,6,9,0,2,0,4,3,0060586605
7,8,3,2,3,2,5,0,1,7,0316519294
2,3,0,2,0,10,9,4,0,8,0345440137
6,10,7,8,9,7,2,6,6,6,0297815288
7,3,10,5,1,6,8,4,3,1,9810032439
6,1,1,8,1,9,2,2,1,9,1568650108
2,8,10,10,10,2,4,6,0,0,0785800492
9,1,0,0,9,3,9,2,0,2,0312313616
0,2,3,10,10,7,2,2,8,10,0451458036
8,5,9,3,9,4,8,0,6,10,0345430433
6,9,0,0,8,6,3,8,4,2,0684818221
1,8,3,6,0,8,8,9,5,5,0446359459
5,4,10,0,3,9,0,4,3,7,0312151284
0,7,7,0,8,8,5,0,6,6,0385021747
8,0,7,10,7,6,5,0,10,9,0399149244
10,7,4,3,4,4,9,2,3,3,0515129240
7,4,5,9,1,8,7,7,9,4,0060113839
4,2,10,1,8,5,7,3,4,9,0385299338
4,10,9,3,10,1,5,3,10,3,0451406931
9,2,7,5,8,4,5,8,3,9,0060096071
6,9,9,10,10,5,5,5,3,9,0394873343
5,6,1,10,8,6,2,9,9,6,0505525682
9,9,4,8,5,10,6,3,1,10,0345428021
3,8,2,6,3,2,4,1,10,9,0786814543
3,6,1,9,5,4,2,4,9,6,1556706804
2,7,6,3,4,9,10,3,1,8,0060571314
0,7,3,8,2,6,2,9,6,1,0375726802
2,7,6,10,2,7,8,1,1,6,0451178157
10,7,4,1,9,4,2,8,1,8,1577483553
1,0,9,5,10,5,3,1,9,10,8484505294
2,5,3,4,10,8,4,9,10,7,0671606859
1,5,10,10,5,4,5,4,1,4,0385334389
0,2,6,3,7,2,6,1,7,2,0373288662
5,1,6,3,5,1,2,2,3,0,0380718510
5,10,5,3,7,4,9,3,6,9,0345348680
9,7,1,0,5,1,10,7,4,1,0345348672
10,4,1,5,7,1,5,5,0,8,0156013045
7,3,6,3,7,9,1,1,2,3,0743421876
10,5,4,9,9,6,5,3,10,9,0316184136
8,6,0,7,3,6,10,1,2,0,0152167110
1,10,4,1,5,5,5,10,2,10,0140440305
2,9,6,3,5,7,2,8,8,2,0142300675
5,4,3,7,9,8,8,4,4,10,0821761080
2,8,0,2,6,6,4,5,3,7,0821768034
3,9,5,4,9,5,2,2,9,6,082176652X
0,0,0,5,3,5,0,3,3,1,0517006650
0,7,5,3,1,4,8,6,3,4,0658021095
7,10,4,5,9,5,7,10,4,0,0809126214
3,2,1,6,6,7,9,4,0,5,0060183357
5,10,7,9,1,10,8,10,5,0,0020264763
8,7,9,0,7,6,4,5,3,8,0812578511
8,9,0,8,2,1,3,3,8,3,0671491784
4,5,3,0,1,2,3,4,9,9,067144722X
2,10,0,10,10,7,7,3,6,3,0679722572
2,6,5,0,8,1,2,4,2,2,0743412311
7,3,9,1,4,1,9,10,7,2,0861121961
1,2,2,0,2,2,3,7,8,0,096634734X
0,5,0,4,0,7,4,5,3,7,0851123287
8,8,0,6,3,9,10,7,6,0,0671534254
0,0,1,9,1,8,4,0,6,9,0590403745
1,2,3,2,2,8,3,7,0,5,0590436147
0,4,6,0,8,10,8,5,1,1,3404147537
8,3,5,9,1,3,1,2,1,7,2070393569
4,4,7,10,7,6,4,6,0,2,2264029951
2,1,5,2,3,2,6,3,4,6,0060013508
3,5,8,5,4,0,7,4,4,2,1551539950
9,1,0,8,4,9,3,6,3,10,0571067751
1,8,7,3,7,8,1,3,10,5,0380802449
6,4,9,9,6,10,3,7,2,2,1561708453
4,5,2,9,1,4,9,5,2,6,0931719011
2,1,9,3,2,6,7,2,5,0,0440214165
4,1,0,6,9,3,4,1,7,10,0898154022
9,2,6,10,0,9,0,6,0,8,0449908208
8,7,7,3,3,4,8,2,3,9,0804804850
4,6,4,8,5,2,5,5,9,0,0394854438
6,2,0,0,4,9,9,1,1,3,0060809779
9,10,6,7,10,9,6,8,6,3,0140268863
8,8,2,9,7,0,1,7,7,5,0448089475
7,7,1,2,6,2,10,1,5,1,0380799006
1,10,1,3,6,5,4,3,1,10,044100945X
7,1,10,7,9,3,4,10,0,1,051788710X
10,7,0,2,1,9,4,3,3,3,0380811138
10,3,3,5,1,3,6,6,0,9,0060196254
8,6,10,5,1,5,4,8,0,4,0436339447
2,8,0,5,2,0,10,2,1,9,1563891050
7,2,10,6,9,5,6,10,6,9,0134635302
0,3,3,4,9,4,7,3,0,4,0140259880
0,2,7,9,4,6,0,5,7,5,0140134794
3,10,7,7,5,7,5,3,10,5,0441810764
8,7,6,4,6,0,7,4,6,6,0060628642
7,6,5,5,4,4,3,6,10,2,0091792282
4,2,7,4,10,9,5,0,10,3,0140433139
8,4,0,3,5,6,6,7,4,5,0140430105
10,10,1,9,1,2,3,5,5,2,0140433813
0,2,3,8,9,7,3,6,8,1,0140440259
2,0,7,1,6,6,10,2,1,2,0373059388
7,8,10,7,10,1,8,5,1,8,0002259834
4,5,0,1,0,3,1,0,2,3,0425135837
3,2,1,7,9,10,1,4,6,8,1558175520
2,0,8,0,7,1,6,2,5,5,055214262X
3,7,4,6,4,3,5,2,5,5,0670829617
10,10,5,10,2,7,3,10,1,6,0486283666
10,7,10,3,5,7,4,8,5,5,0595127983
1,6,8,4,4,10,4,0,4,9,0374304696
7,2,8,8,5,3,3,10,0,9,0375415475
4,4,4,0,0,9,1,0,7,3,0439082277
5,7,4,5,3,5,5,2,3,5,0441006000
7,6,3,2,10,7,5,7,8,8,0449218554
9,10,8,9,0,2,8,3,9,1,0887621023
0,4,3,4,10,4,7,5,2,8,0441009344
7,8,3,7,10,2,4,6,0,0,0439249767
2,3,0,7,1,10,4,5,10,5,0679430881
5,10,0,2,2,7,5,1,0,3,0373484674
0,4,10,7,9,1,7,7,5,7,0679733094
1,6,7,3,8,10,5,2,3,3,0060194979
0,9,0,0,3,0,5,1,0,6,0764501100
5,0,9,8,5,1,6,2,6,8,0440235073
4,0,4,7,7,2,3,7,7,6,0671746448
5,3,9,8,1,1,0,10,2,2,0688801382
3,2,9,5,8,7,5,7,7,9,0061067407
5,1,4,3,5,1,3,7,0,2,0590336398
3,1,1,5,5,2,7,2,1,4,0914294539
6,0,1,1,7,9,5,3,3,4,0394542835
2,3,3,6,6,0,2,8,5,5,0312976801
3,9,8,2,7,5,1,2,0,2,3822860867
3,5,9,6,2,10,6,3,0,0,0440700310
7,9,6,3,0,5,10,10,9,6,0345306856
5,5,7,5,1,6,9,3,10,10,0452273374
2,7,9,4,3,10,3,4,3,2,0399231420
3,9,4,1,6,4,8,5,10,0,0525944214
8,4,8,0,1,2,4,5,4,0,0312289197
3,5,3,3,4,7,4,6,7,5,014014904X
5,1,9,4,0,8,6,1,5,9,0440220394
8,4,2,10,9,10,3,2,0,9,0156260360
10,6,7,1,7,8,6,10,0,3,0449204979
6,5,10,7,5,9,5,9,5,6,0140254277
4,10,8,6,0,10,8,10,5,10,0425174352
7,8,10,10,1,1,4,4,9,9,2266023039
1,9,3,8,3,0,4,1,5,0,0312422288
6,6,3,8,2,4,4,7,9,9,014025238X
3,0,10,4,0,2,5,0,9,2,0684833778
6,1,5,6,1,10,10,4,9,9,0152105352
0,2,0,2,3,4,3,3,8,8,0771054548
8,10,4,10,4,1,5,1,9,4,0874779448
10,4,3,4,6,9,1,0,3,6,0425167135
0,3,5,5,0,6,4,5,0,6,031287216X
3,2,10,3,8,4,4,7,6,2,039607507X
0,10,1,2,10,0,0,7,7,1,1862053022
7,10,1,10,4,0,8,3,9,10,0060926619
1,0,5,10,7,3,0,0,5,1,0720609577
4,1,8,1,4,3,10,0,9,8,1402200544
2,9,7,3,10,8,4,1,7,3,0812967658
1,5,0,7,8,6,8,1,10,0,0395700132
6,3,9,7,2,6,6,10,9,8,1556521901
10,3,9,0,6,9,5,10,0,8,1561791121
9,7,9,3,4,7,1,5,9,1,2070406962
10,7,4,9,2,1,3,7,0,9,0380775786
2,0,1,9,10,6,0,8,7,0,0345330153
9,0,1,1,5,0,3,6,8,9,0812570707
2,3,4,4,1,4,9,0,6,4,078688200X
5,8,2,0,7,1,1,9,3,4,0394561414
0,10,2,10,7,5,2,6,10,5,1565921496
4,7,7,2,7,9,8,9,2,10,060960077X
7,7,6,7,0,2,5,6,6,10,0380731991
5,10,3,4,8,0,1,4,4,6,1576737039
7,9,5,5,4,4,10,7,4,5,0060916486
2,4,8,2,7,10,6,3,4,7,0374518599
9,6,9,9,1,7,7,8,1,3,0394515315
1,3,2,6,4,6,1,3,5,4,0393301311
10,1,6,1,8,6,2,5,4,8,0060523794
2,1,1,3,0,8,2,4,1,7,0316688495
10,10,2,4,6,1,2,7,9,7,1573220426
2,9,6,10,1,8,7,8,8,6,0425147215
3,4,6,4,9,7,4,4,4,3,0029160030
10,10,6,1,9,3,10,2,9,7,0140126414
6,2,3,3,9,6,7,3,7,0,8807810832
8,6,3,7,9,1,7,9,5,6,8807807203
6,1,10,1,3,5,3,5,4,5,0711916462
8,5,5,10,10,7,4,4,9,10,0892131284
0,5,0,10,7,9,8,5,8,1,0553296604
8,3,2,0,0,7,1,0,1,2,0553585177
3,10,8,6,4,4,5,0,5,10,0380770717
5,10,4,9,8,9,9,4,8,9,0132022273
6,2,10,8,9,6,3,8,5,8,1879181479
3,9,1,8,9,3,10,1,6,6,1879181215
4,4,7,5,0,10,3,0,4,4,093807783X
3,8,7,9,2,4,5,4,7,4,0380545101
7,9,9,2,4,3,10,5,2,9,0451519264
3,10,3,4,10,5,1,9,7,3,0689850794
6,6,9,10,10,1,6,0,1,4,0849908647
7,6,2,9,8,4,2,6,3,0,0743412362
4,10,7,3,6,7,8,10,8,4,0743442555
5,6,9,1,8,0,5,5,6,1,0915132141
5,5,8,7,4,6,6,4,6,2,0689822804
6,5,5,1,1,6,0,8,2,5,0153321768
2,8,9,6,0,3,4,6,6,4,0373871473
0,4,4,3,5,7,9,4,7,4,0425152669
2,7,3,2,2,5,7,9,4,0,0743405897
0,2,5,1,0,6,1,7,1,10,0821739344
0,9,1,1,6,0,2,4,6,5,0380708906
7,0,6,8,6,5,8,3,9,5,0553287613
5,9,2,6,0,10,7,7,7,8,0553562894
3,5,10,6,1,5,7,3,4,7,0486656209
2,5,0,3,5,2,0,5,2,7,0671877550
6,10,6,7,6,4,9,7,7,10,8401376440
7,9,5,1,7,9,0,8,8,5,0804116997
9,5,5,10,3,0,0,0,4,6,0451408667
0,0,10,5,10,1,1,6,8,7,0671016997
1,6,4,10,9,3,9,3,3,8,0505522756
6,6,3,8,7,9,3,5,3,0,0890836620
4,9,10,2,0,1,1,7,3,2,0553574973
3,9,0,0,4,6,8,6,10,4,0670877514
2,7,6,3,0,2,10,7,1,8,0312314655
3,6,9,6,7,6,10,3,6,4,0345364716
9,6,2,9,10,6,6,1,7,6,055357289X
8,3,8,0,4,9,6,3,6,8,0333904494
4,4,1,4,7,3,1,7,3,4,0373706022
6,10,4,9,3,6,3,9,3,1,0030615224
4,7,3,10,1,8,5,2,9,10,1551668262
4,5,8,4,8,0,9,3,0,1,0061092096
1,9,10,4,0,9,2,10,5,0,0140111212
10,0,2,8,1,5,2,5,10,10,0061044725
6,6,1,2,3,7,4,0,8,0,0471295639
1,6,10,2,5,7,4,0,9,2,0345405013
10,1,5,4,6,1,5,10,4,5,0440228107
4,6,4,6,0,8,5,8,0,1,0553268465
6,3,9,0,4,3,5,6,10,2,0883639335
5,1,9,3,9,8,6,1,5,3,0609609416
7,7,0,7,9,6,0,2,4,2,0385334176
2,0,7,8,4,0,0,8,0,8,0425166848
2,2,3,4,5,5,9,8,0,8,0486294501
3,6,5,8,1,10,1,6,8,4,0892966777
6,10,7,7,3,9,6,0,3,4,0446377651
9,6,5,3,2,10,5,9,4,2,0786918047
3,1,8,6,9,2,7,7,10,0,037570051X
4,4,2,1,0,3,10,9,1,4,0553207229
10,9,1,0,9,9,9,9,8,1,0590441647
9,3,2,0,7,1,10,7,0,5,0345362462
3,2,0,9,10,0,10,6,5,2,0517548852
1,9,2,7,10,6,6,4,9,2,0752518046
0,0,5,3,6,9,9,9,0,5,0875968708
6,0,1,8,8,5,10,3,6,4,0679741488
2,3,1,5,2,6,3,7,10,0,0060975288
8,2,2,4,9,0,2,3,1,5,1403395241
9,3,0,2,6,2,5,10,5,0,0395470307
1,9,10,10,5,1,1,3,7,5,0684825880
7,3,10,2,6,6,1,0,10,7,0394408667
2,5,6,7,5,6,4,2,1,6,0786803398
7,7,2,1,8,5,9,2,4,0,0380807718
1,8,9,10,9,2,7,9,7,4,2290311243
7,1,1,3,7,1,3,7,2,7,0553213067
1,0,5,7,8,9,7,1,0,6,0192812173
6,2,5,6,8,0,2,4,2,7,0821768220
9,5,1,0,9,4,10,8,9,8,0142437344
0,2,5,4,3,1,3,4,1,9,013611542X
0,6,6,7,9,5,0,7,1,2,0375400060
7,3,4,8,10,6,9,6,0,0,0743236009
7,9,0,9,1,3,8,6,6,9,0140043047
6,4,0,4,7,6,6,1,0,3,0060921056
7,0,1,6,4,5,7,8,7,0,0525934855
10,3,4,8,5,5,2,1,1,6,0060179872
4,9,0,4,10,0,8,7,3,10,0374437130
0,10,7,4,0,1,4,8,9,7,0060173726
10,9,7,8,1,6,9,4,2,9,0310397219
7,1,3,4,4,3,2,2,4,9,0373616031
5,0,10,3,9,9,5,1,9,4,0590413996
10,8,2,2,8,2,3,8,3,4,0139841709
1,7,8,9,3,2,3,6,0,10,3596130751
10,1,9,4,8,5,2,2,6,2,9681501764
9,2,9,6,8,8,2,7,0,7,3499153629
10,1,3,6,5,8,7,1,3,0,0515106623
6,3,7,1,7,1,10,7,0,1,0791419460
4,0,4,4,6,1,1,5,10,9,0812550919
2,7,2,9,3,6,0,0,8,5,1566890306
4,1,1,6,5,7,2,2,4,9,0739439707
3,7,5,7,6,1,8,10,5,10,0811806340
10,5,1,8,0,5,7,1,2,9,0316107611
9,6,10,0,4,10,5,9,6,9,0316107549
9,6,2,6,0,10,3,6,6,3,3499605554
0,7,3,1,3,7,7,4,1,6,344255201X
2,5,8,4,8,3,8,0,3,10,3426612593
0,8,7,7,6,8,10,10,2,6,3442127807
5,4,8,3,2,10,2,1,0,2,3426619393
7,5,1,7,4,3,0,0,3,8,0553258133
9,9,5,0,7,8,1,5,6,10,0340693088
0,10,4,10,10,4,2,1,0,5,1575664674
6,1,1,4,4,2,2,0,2,8,0330492047
1,0,8,4,7,10,3,7,4,5,0345443381
