ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
0060557818,Neverwhere : A Novel,Neil Gaiman,2003,Perennial
0140430253,Little Dorrit (Penguin Classics),Charles Dickens,1995,Penguin Books
0060007834,Unnatural Fire : A Countess Ashby de la Zouche Mystery (Countess Ashby de La Zouche Mysteries),Fidelis Morgan,2002,Perennial
0375413065,"The Healthy Kitchen: Recipes for a Better Body, Life, and Spirit",Andrew Weil,2002,Alfred A. Knopf
0140291806,Home Truths: A Novella,David Lodge,2000,Penguin Books
0805063323,Dr. Tatiana's Sex Advice to All Creation,Olivia Judson,2003,Owl Books
1567510604,"Toxic Sludge Is Good for You!: Lies, Damn Lies and the Public Relations Industry",John Stauber,1995,Common Courage Press
0743418220,Blue Gold : A Novel from the NUMA Files (NUMA Files (Paperback)),Clive Cussler,2001,Pocket
0812519116,Enders Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1986,St Martins Press
0316912123,"All I Want Is Everything (Gossip Girl, 3)",Cecily von Ziegesar,2003,"Little, Brown"
0571117880,Rites of Passage,William Golding,0,Faber Faber Inc
0312980191,Naked Came the Phoenix,Marcia Talley,2002,St. Martin's Minotaur
0060088877,The Bridge of San Luis Rey (Perennial Classics),Thornton Wilder,2003,Perennial Classics
0316738956,Hunger : A Novel,Elise Blackwell,2003,"Little, Brown"
0446613061,A Thousand Country Roads,Robert James Waller,2003,Warner Books
0142002488,"I Don't Know What I Want, but I Know It's Not This: A Step-By-Step Guide to Finding Gratifying Work",Julie Jansen,2003,Penguin Books
0375502874,A Box of Matches: A Novel,NICHOLSON BAKER,2003,Random House
0060088575,Solitaire,Kelley Eskridge,2002,Eos
0345455762,Down to a Soundless Sea,THOMAS STEINBECK,2002,Ballantine Books
3518372742,Jakob Der Luegner,Becker,0,Distribooks Int'l+inc
0679772669,In the Skin of a Lion: A Novel,Michael Ondaatje,1997,Vintage Books USA
034531607X,Oral History,Lee Smith,1992,Ballantine Books
0140390103,Roughing It (The Penguin American Library),Mark Twain,1981,Penguin Books
0140170987,Changing Places: A Tale of Two Campuses,David Lodge,1995,Penguin Books
0020633505,The New Age Herbalist: How to Use Herbs for Healing Nutrition Body Care and Relaxation,Richard Mbey,1988,Simon &amp; Schuster
0312194552,"Full Circle: One Man's Journey by Air, Train, Boat and Occasionally Very Sore Feet Around the 50,000 Miles of the Pacific Rim",Michael Palin,2000,St. Martin's Press
0061059072,The Last Continent (Discworld Novels (Paperback)),Terry Pratchett,2000,HarperTorch
0140124454,The Penguin Book of Vampire Stories,Alan Ryan,1990,Penguin Books
0590414291,The Magic School Bus Lost in the Solar System (Magic School Bus (Paperback)),Joanna Cole,1992,Scholastic
0140430571,Erewhon (Penguin English Library),Samuel Butler,1970,Penguin Books
0307301192,"Muppet Babies, Be Nice! (First Little Golden Book)",Bonnie Worth,1993,Muppet Press/Golden Book
0679767800,The Stars My Destination,Alfred Bester,1996,Vintage Books USA
0399141383,Sudden Prey,John Sandford,1996,Putnam Publishing Group
0385720114,The Map of Love,Ahdaf Soueif,2000,Anchor Books/Doubleday
0671015141,The Silent Cradle,Margaret Cuthbert,1999,Pocket
0679310045,Luminosity,FRANK MCENANEY,1999,Vintage Canada
0060193492,Little Altars Everywhere non-returnable,Rebecca Wells,1998,Perennial
038097617X,Watermelon,Marian Keyes,1998,William Morrow &amp; Company
0316121908,Locked in the Library!,Marc Tolon Brown,1998,Little Brown and Company
0439216486,"Click, Clack, Moo Cows That Type",Doreen Cronin,2001,Scholastic Inc
0805053883,"Polar Bear, Polar Bear, What Do You Hear?",Bill Martin Jr.,1997,Henry Holt and Co. (BYR)
0439568390,Monster Blood (Goosebumps Series),R. L. Stine,2003,Scholastic Paperbacks
185984457X,"The Clash of Fundamentalisms: Crusades, Jihads and Modernity",Tariq Ali,2003,Verso
0064409945,The Thief of Always,Clive Barker,2002,HarperTrophy
0679722017,The Selected Poetry of Rainer Maria Rilke,RAINER MARIA RILKE,1989,Vintage
051512298X,Stone Angel (Kathleen Mallory Novels (Paperback)),Carol O'Connell,1998,Jove Books
1551663015,Lightkeeper,Susan Wiggs,1997,Mira
0373218435,Untamed,Nora Roberts,2003,Silhouette
0373218427,From This Day,Nora Roberts,2003,Silhouette
0060183705,The Butter Did It: A Gastronomic Tale of Love and Murder,Phyllis Richman,1997,Harpercollins
0517207346,How to Live with a Neurotic Cat,STEPHEN BAKER,1999,Gramercy
0345440013,Funeral in Blue (William Monk Novels (Hardcover)),Anne Perry,2001,Ballantine Books
0394557948,"Corpse Had a Familiar Face: Covering Miami, America's Hottest Beat",Edna Buchanan,1987,Random House Inc
3462033360,Der Vogel ist ein Rabe,Benjamin Lebert,2003,Kiepenheuer &amp; Witsch
0373250436,My Life Uncovered (Red Dress Ink),Lynn Isenberg,2003,Red Dress Ink
0806913975,The Great Rubber Stamp Book: Designing Making Using,Dee Gruenig,1996,Sterling Pub Co Inc
0394553780,Through a Glass Darkly,Karleen Koen,1986,Random House Inc
1576734641,The Gift for All People,Max Lucado,1999,Multnomah Publishers Inc.
0451155653,Iron Tower Trilogy #02: Shadows of Doom,Dennis L. McKiernan,1985,Roc
0345427653,Star Wars Episode 1: The Phantom Menace,Terry Brooks,1999,Del Rey Books
0553264990,Bant/Spec.Last of the Breed,Louis L'Amour,1987,Bantam Books
0451457269,"The Price You Pay (Stargate SG-1, Book 2)",Ashley McConnell,1999,Roc
1551667517,Forbidden Fruit (Mira),Erica Spindler,2003,Mira
0192834029,Middlemarch (Oxford World's Classics),George Eliot,1998,Oxford University Press
0671013955,"House of Cards (Star Trek New Frontier, No 1)",Peter David,1997,Star Trek
0802131808,Blind Owl,Sadegh Hedayat,1989,Grove Press
0373285000,Captivated (Silhouette Single Title),Nora Roberts,2004,Silhouette
0425175162,To Wed in Texas (Texas Brothers Trilogy),Jodi Thomas,2000,Berkley Publishing Group
0060502290,A Chance at Love (Avon Romance),Beverly Jenkins,2002,Avon
0060503505,Tell Me You Love Me,Kayla Perrin,2003,HarperTorch
0060009012,The Lost Son: A Life in Pursuit of Justice,Bernard B. Kerik,2001,Regan Books
0312905114,Most of My Patients Are Animals,Robert M. Miller,1996,St Martins Pr (Mm)
0517702967,The Third Twin: A Novel,Ken Follett,1996,Random House Inc
0425140601,Forever and the Night,Linda Lael Miller,1993,Berkley Publishing Group
0373222610,"Mummy Beads (Harlequin Intrigue, No 22261)",Dawn Stewardson,1994,Harlequin
0375706623,Choice of Evil (Vintage Crime/Black Lizard),Andrew H. Vachss,2000,Vintage Books USA
1591822548,"Chronicles of the Cursed Sword, Book 1",Beop-Ryong Yeo,2003,TokyoPop
1591160537,Inuyasha (Inuyasha),Rumiko Takahashi,2003,VIZ LLC
0744000696,PlayStation 2 Secret Codes 2002,Bradygames,2002,Bradygames
093825636X,"Multiplication and Division 5-6 (An \I Know It\"" Book)""",Martha Palmer,1980,School Zone Publishing Company
006096975X,Bart Simpson's Guide to Life: A Wee Handbook for the Perplexed,Matt Groening,1993,Perennial
0393315088,The Wanting Seed (Norton Paperback Fiction),Anthony Burgess,1996,W. W. Norton &amp; Company
0451184742,Criminal Justice,Barbara Parker,1998,Signet Book
0743222121,Kokology 2 : More of the Game of Self-Discovery,Tadahiko Nagao,2001,Fireside
0425179826,The Mineral Palace,Heidi Julavits,2001,Berkley Publishing Group
0312072376,Little Ways to Say I Love You,Marjabelle Young Stewart,1992,St. Martin's Press
0373078358,"Secret Star  (The Stars Of Mithra) (Harlequin Silhouette Intimate Moments, No 835)",Nora Roberts,1998,Silhouette
0373258860,"Sawyer (The Buckhorn Brothers) (Temptation, 786)",Lori Foster,2000,Harlequin
0373258704,"In Too Deep (Blaze) (Temptation, 770)",Lori Foster,2000,Harlequin
0373226012,Saving His Son (Top Secret Babies) (Harlequin Intrigue),Rita Herron,2001,Harlequin
0373227043,Marching Orders  (Men On A Mission),Delores Fossen,2003,Harlequin
0451172264,Lord Kane's Keepsake,Sandra Heath,1992,New Amer Library (Mm)
0451199693,Burnt Bones,Michael Slade,2000,Signet Book
0373259557,"Mighty Quinns: Brendan (The Mighty Quinns) (Harlequin Temptation, No. 855)",Kate Hoffmann,2001,Harlequin
0061020400,The Fifth Elephant: A Novel of Discworld,Terry Pratchett,2001,HarperTorch
0671026828,Delight,Jillian Hunter,1998,Pocket
037361375X,"Fever (Family Secrets, No. 8)",Linda Winstead Jones,2004,Silhouette
0373613695,Family Secrets: Pyramid of Lies,Anne Marie Winston,2003,Silhouette
0373291191,"Malcolm'S Honor (Historical, 519)",Jillian Hart,2000,Harlequin
0373613741,The Billionaire Drifter (Family Secrets),Beverly Bird,2003,Silhouette
0373225008,"Shattered Lullaby (Harlequin Intrigue, 500)",Rebecca York,1998,Harlequin
0380795558,Looking for a Hero (Avon Light Contemporary Romances),Patti Berg,1998,Avon
0380810662,All Night Long (Avon Romance),Michelle Jerott,1999,Avon
0380817195,Mumbo Gumbo : A Madeline Bean Novel (Madeline Bean Mysteries (Paperback)),Jerrilyn Farmer,2003,Avon
0718145380,Public confessions of a middle-aged woman aged 55 3/4,Sue Townsend,2001,Michael Joseph
0553275607,"The New Jessica (Sweet Valley High, No 32)",Francine Pascal,1988,Sweet Valley
0553276662,Out of Control (Sweet Valley High (Numbered Paperback)),Francine Pascal,1996,Bantam Books
0553298542,"The Verdict (Sweet Valley, No 97)",Francine Pascal,1993,Bantam Books
0060161647,Sure of You,Armistead Maupin,1989,Harpercollins
0385317018,Pack of Two: The Intricate Bond Between People and Dogs,Caroline Knapp,1999,Delta
0679442588,All Over but the Shoutin',Rick Bragg,1997,Pantheon Books
0312955901,China Trade (A Bill Smith/Lydia Chin Novel),S. J. Rozan,1995,St. Martin's Paperbacks
0446697524,Rich Dad's Guide to Becoming Rich...Without Cutting Up Your Credit Cards,Robert T. Kiyosaki,2003,Warner Books
0140620648,The Adventures of Huckleberry Finn (Penguin Popular Classics),Mark Twain,1994,Penguin Books Ltd
0002726874,Quartered Safe Out Here: A Recollection of the War in Burma,George MacDonald Fraser,1994,"Acacia Press, Inc."
0767904435,If I Die in a Combat Zone : Box Me Up and Ship Me Home,TIM O'BRIEN,1999,Broadway
000223257X,The Family Mashber,Der Nister,1987,HarperCollins Publishers
0140131671,East Is East (Contemporary American Fiction),T. Coraghessan Boyle,1991,Penguin Books
0060929375,Pilgrim : A Novel,Timothy Findley,2001,Perennial
0812568710,01-01-00: The Novel of the Millennium,R. J. Pineiro,1999,Tor Books (Mm)
0380705788,China Governess,Margery Allingham,1990,Harper Mass Market Paperbacks (Mm)
067160371X,TIME FOR YESTERDAY (Star Trek (Numbered Paperback)),A. C. Crispin,1988,Star Trek
0515123471,10 Lb. Penalty,Dick Francis,1998,Jove Books
0380805901,My Beloved,Karen Ranney,1999,Avon
0064410188,Mixed Magics : Four Tales of Chrestomanci,Diana Wynne Jones,2003,HarperTrophy
0684820862,Honey-dew,Louise Doughty,1998,Simon &amp; Schuster (Trade Division)
0064402010,The Great Gilly Hopkins,Katherine Paterson,2004,HarperTrophy
0859249336,A Common Prayer,Leunig,1991,Harpercollins
0553404350,Team Play (The Saddle Club),Bonnie Bryant Hiller,1991,Random House Children's Books (A Division of Random House Group)
0140434011,Kidnapped (Penguin Classics),Robert Louis Stevenson,1995,Penguin Books
0330351923,Once In a House On Fire,Andrea Ashworth,0,Pan Books Ltd
0140039589,Watership Down,Richard Adams,1974,Penguin Books
0515138096,Mind Game,Christine Feehan,2004,Jove Books
0446522651,The Rules(TM) II : Rules to Live and Love By,Ellen Fein,1997,Warner Books
1853262374,Middlemarch (Wordsworth Collection),George Eliot,1998,Wordsworth Editions Ltd
0345452372,The Edge of Doom,AMANDA CROSS,2003,Fawcett
0062508164,"Truth or Dare : Encounters with Power, Authority, and Mystery",Starhawk,1989,HarperSanFrancisco
006250939X,Women's Rituals : A Sourcebook,Barbara G. Walker,1990,HarperSanFrancisco
0062509446,Amazon: A Novel,Barbara G. Walker,1993,HarperCollins
1573240109,Uppity Women of Ancient Times,Vicki Leon,1995,Conari Press
0553102338,Walking to Mercury,Starhawk,1997,Bantam
0345381416,Vital Lies (Jane Lawless Mysteries (Paperback)),Ellen Hart,1994,Fawcett Books
0064405443,Betsy's Wedding (Betsy-Tacy Books),Maud Hart Lovelace,1996,HarperTrophy
0064405451,Betsy and the Great World (Betsy-Tacy Books),Maud Hart Lovelace,1996,HarperTrophy
0515114499,The Wyndham Legacy,Catherine Coulter,1994,Jove Books
0671865099,Emerald Garden,Andrea Kane,1996,Pocket Books
0515118397,Stardust of Yesterday (Haunted Hearts),Lynn Kurland,1996,Berkley Pub Group (Mm)
0060509066,The Birthday of the World : And Other Stories,Ursula K. Le Guin,2003,Perennial
0895948710,"Ghosts, Spirits and Hauntings",Patricia Telesco,1999,Crossing Press
031203024X,Parisian Lives (Stonewall Inn Editions),Samuel M. Steward,1989,St Martins Pr
0394564448,The Beautiful Room Is Empty/91124,Edmund White,1988,Daedalus Books
0380701316,Where the Dark Streets Go,Dorothy Salisbury Davis,1986,Avon Books
0441005322,"War of Three Waters (Watershed Trilogy , No 3)",Douglas Niles,1998,Ace Books
0515090204,The Berets (Brotherhood of War Book V),W. E. B. Griffin,1991,Jove Books
0525946772,Who's Sorry Now: The True Story of a Stand-Up Guy,Joe Pantoliano,2002,Dutton Books
045303053X,Peter Pan,Walt Disney Company,1992,Viking Children's Bks
0964490234,Timeless Wisdom: Illuminating Thoughts on the Art of Living,Gary Fenchuk,2000,Cake Eaters Inc
0533144086,Tales of Martha's Birds,"Jacqueline Ruth, Ph.D. Shepperson",2003,Vantage Pr
0688034276,A Walk Across America,Peter Jenkins,1979,Harpercollins
0517569035,Catlore,Desmond Morris,1988,Random House Inc
042513329X,The Seventh Commandment,Lawrence Sanders,1994,Berkley Publishing Group
0451197615,Death Rides a Chestnut Mare (Signet Historical Fiction),Ralph Compton,1999,Signet Book
0425180727,The White Room,A. J. Matthews,2001,Berkley Publishing Group
0440204704,The Pledge,Howard Fast,1989,Dell Publishing Company
0876902794,Having a cesarean baby,Richard Hausknecht,1978,Dutton
0142301876,The Bookstore Valentine (Puffin Easy-to-Read),Barbara Maitland,2002,Puffin Books
0553131796,Martian Chronicles,Ray Bradbury,0,Bantam Doubleday Dell
0684869136,The Bible Unearthed: Archaeology's New Vision of Ancient Israel and the Origin of Its Sacred Texts,Neil Asher Silberman,2002,Free Press
0393057755,Terror and Liberalism,Paul Berman,2003,W. W. Norton &amp; Company
0312044194,September,Rosamunde Pilcher,1990,St Martins Pr
0375506179,Big Cherry Holler,ADRIANA TRIGIANI,2001,Random House
0553581406,A Clue for the Puzzle Lady (Puzzle Lady Mysteries (Paperback)),PARNELL HALL,2000,Bantam
0451181301,Side Effects,Nancy Fisher,1994,Signet Book
0899191401,"Make noise, make merry: The story and meaning of purim",Miriam Chaikin,1983,Clarion Books
0312262477,House of Dreams,Brenda Joyce,2000,St. Martin's Press
0060507365,When Strangers Marry,Lisa Kleypas,2002,Avon Books
0553264435,"MURDER OF QUALITY, A",JOHN LE CARRE,1990,Bantam
0140012729,The Man Upstairs and Other Stories,P. G. Wodehouse,1991,Penguin Books
0399144331,Trouble in Paradise (Jesse Stone Novels (Hardcover)),Robert B. Parker,1998,Putnam Pub Group
0671878719,Once A Hero,Elizabeth Moon,1998,Baen
0486264564,State Birds and Flowers Coloring Book,Annika Bernhard,1990,Dover Publications
0345327225,"Mister God, This Is Anna",Fynn,1996,Ballantine Books
0373872313,Crossroads,Irene Hannon,2003,Steeple Hill
0373872267,Take My Hand,Ruth Scofield,2003,Steeple Hill
0373872127,The Courage to Dream,Margaret Daley,2003,Steeple Hill
0373264577,Friends and Enemies,Susan Oleksiw,2003,Worldwide Library
0140296301,Aunt Dimity's Christmas (Aunt Dimity (Paperback)),Nancy Atherton,2000,Penguin Books
0312269579,Heartland: A Novel,David Wiltse,2001,St. Martin's Press
0345425588,Sugar Busters! Cut Sugar to Trim Fat,H. Leighton Steward,1998,I B S Books Stocked
0380793261,Yankee Doodle Dead (Death on Demand Mysteries (Paperback)),Carolyn Hart,1999,Avon
0307201031,Go Fango: How to Be a Vampire (Compact Books),John R. Sansevere,1993,Golden Books
0449147010,Friend or Faux,Joyce Christmas,1991,Fawcett Books
0743400836,Girl Talk,Julianna Baggott,2002,Washington Square Press
037325038X,A Clean Slate (Red Dress Ink),Laura Caldwell,2003,Red Dress Ink
0385337574,Neurotica,SUE MARGOLIS,2003,Delta
0440222699,Children of the Vampire: The Diaries of the Family Dracul (Diaries of the Family Dracul),Jeanne Kalogridis,1996,Dell Publishing Company
0395911532,Health and Healing,Andrew Weil,1998,Houghton Mifflin Co
0061008737,The House Next Door,Anne Rivers Siddons,1995,HarperTorch
0684869241,The Burning Times: A Novel,Jeanne Kalogridis,2002,Simon &amp; Schuster
0060195827,Paradise Alley: A Novel (Today Show Book Club #6),Kevin Baker,2002,HarperCollins
0743403436,Enemy Within,Robert K. Tanenbaum,2002,Pocket Star
0786865342,Keep the Connection : Choices for a Better Body and a Healthier Life,Bob Greene,1999,Hyperion
0061092886,The Fallen Man (Joe Leaphorn Novels),Tony Hillerman,1997,HarperTorch
044100069X,Deerskin,Robin McKinley,1994,Ace Books
0345409639,The Knowledge of Water (Ballantine Reader's Circle),Sarah Smith,1997,Ballantine Books
1576730824,A Gathering Of Finches (Dreamcatcher),Jane Kirkpatrick,1997,Multnomah
0743213165,Candyland : A Novel In Two Parts,Ed McBain,2001,Simon &amp; Schuster
0373123655,"The Christmas Baby's Gift : Wedlocked! (Harlequin Presents, 2365)",Kate Walker,2003,Harlequin
1590522745,How Good Is Good Enough? (LifeChange Books),Andy Stanley,2003,Multnomah
1565075331,A Woman After God's Own Heart,Elizabeth George,1997,Harvest House Publishers
0155625128,The Modern Researcher,Jacques Barzun,1985,Harcourt
0801820103,The Breakdown of Democratic Regimes: Chile (Breakdown of Democratic Regimes),Juan J. Linz,1978,Johns Hopkins University Press
0373834640,Midnight Fantasies: Mystery Lover/After Hours/Show and Tell (3 Novels in 1),Vicki Lewis Thompson,2001,Harlequin
0717287017,Dumbo,Walt Disney,1996,Walt Disney
0345350588,Source of Magic (Xanth Novels (Paperback)),Piers Anthony,1990,Del Rey Books
